Title,Release_Year,Locations,Production_Company,Distributor,Director,Writer,Actor1,Actor2,Actor3,Coordinates
Star Trek II : The Wrath of Khan,1982,"Golden Gate Park, San Francisco",Paramount Pictures,Paramount Pictures,Nicholas Meyer,Jack B. Sowards,William Shatner,Leonard Nimoy,George Takei,37.7694208 -122.4862138
Star Trek IV: The Voyage Home,1986,"West Harbor, Marina District, San Francisco",Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,37.805995 -122.442434
Star Trek IV: The Voyage Home,1986,"North Beach, San Francisco",Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,37.8060532 -122.4103311
Star Trek IV: The Voyage Home,1986,"Marina Green, Marina District, San Francisco",Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,37.8069514 -122.4393511
Star Trek IV: The Voyage Home,1986,"Kearny & Pacific Streets, San Francisco",Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,37.7970984 -122.4053483
Star Trek IV: The Voyage Home,1986,"Intersection of Grant & Fresno Streets (North Beach), San Francisco",Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,37.79850589999999 -122.4071906
Star Trek IV: The Voyage Home,1986,"Intersection of Columbus & Mason Streets, San Francisco",Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,37.8021489 -122.4129282
Star Trek IV: The Voyage Home,1986,"Intersection of Columbus & Kearney Streets, San Francisco",Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,37.7969361 -122.4053194
Star Trek IV: The Voyage Home,1986,"Golden Gate Park, San Francisco",Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,37.7694208 -122.4862138
Star Trek IV: The Voyage Home,1986,"Golden Gate Bridge, San Francisco",Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,37.8190603 -122.4781232
Star Trek IV: The Voyage Home,1986,"Bessie Charmichael Elementary School (375 Seventh Street, SOMA), San Francisco",Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,37.7762375 -122.4063687
Star Trek IV: The Voyage Home,1986,"500 Block of Pacific Avenue (Chinatown), San Francisco",Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,37.7968149 -122.4076248
Star Trek VI: The Undiscovered Country,1991,"Golden Gate Bridge, San Francisco",Paramount Pictures,Paramount Pictures,Nicholas Meyer,Nimoy,William Shatner,Leonard Nimoy,George Takei,37.8190603 -122.4781232
Steve Jobs,2015,"War Memorial Opera House (401 Van Ness Avenue), San Francisco",RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,37.7785999 -122.4208
Steve Jobs,2015,"Davies Symphony Hall (201 Van Ness Ave.), San Francisco",RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,37.7776121 -122.420623
Steve Jobs,2015,"Sutter-Stockton Garage (444  Stockton), San Francisco",RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,37.7900691 -122.4064769
Steve Jobs,2015,"California St. from Jones St. to Mason St., San Francisco",RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,37.7881362 -122.4130985
Steve Jobs,2015,"Powell St. from California St. to Sutter St., San Francisco",RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,37.7891189 -122.4084207
Steve Jobs,2015,"Jackson St. from Mason St. to Powell St., San Francisco",RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,37.7954534 -122.4117282
Steve Jobs,2015,"Intersection of Columbus and Kearny, San Francisco",RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,37.7969361 -122.4053194
Steve Jobs,2015,"Intersection of Clay St. and Walter U Lum Plc, San Francisco",RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,37.794351 -122.4057097
Steve Jobs,2015,"Mission St and 5th St, San Francisco",RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,37.7827442 -122.4064991
Steve Jobs,2015,"21st and Collingswood St., San Francisco",RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,37.7560466 -122.4357106
Steve Jobs,2015,"Castro St. between 21st an Hill St, San Francisco",RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,37.7952457 -122.4035231
Steve Jobs,2015,"21st and Sanchez St, San Francisco",RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,37.756369 -122.4301273
Sudden Fear,1952,"Lombard Street, San Francisco",Joseph Kaufmann Pictures,RKO Pictures,David Miller,Lenore J. Coffee,Joan Crawford,Jack Palance,Gloria Grahame,37.80098510000001 -122.4267626
Sudden Fear,1952,"Brocklebank Apartments (1000 Mason Street), San Francisco",Joseph Kaufmann Pictures,RKO Pictures,David Miller,Lenore J. Coffee,Joan Crawford,Jack Palance,Gloria Grahame,37.7931691 -122.4105791
Sudden Fear,1952,"2800 Scott Street, San Francisco",Joseph Kaufmann Pictures,RKO Pictures,David Miller,Lenore J. Coffee,Joan Crawford,Jack Palance,Gloria Grahame,37.7957424 -122.4399559
Sudden Impact,1983,"Mt. Davidson, San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,37.7383333 -122.4533333
Sudden Impact,1983,"McDonald's Restaurant (701 3rd Street, SOMA), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,37.728058 -122.392734
Sudden Impact,1983,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,37.79150509999999 -122.4104582
Sudden Impact,1983,"Hall of Justice (850 Bryant Street), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,37.775471 -122.4037169
Sudden Impact,1983,"Ferry Plaza, San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,37.7955703 -122.3933208
Sudden Impact,1983,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,37.7923723 -122.4105611
Sudden Impact,1983,"Civic Center Plaza, San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,37.7795107 -122.4176677
Sudden Impact,1983,"The Embarcadero/Ferry Building, San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,37.7955703 -122.3933208
Sudden Impact,1983,"Bowles Franklin Galleries (765 Beach Street, Fisherman's Wharf), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,37.8064014 -122.421656
Sudden Impact,1983,"Pier 38-40, The Embarcadero, San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,37.7825065 -122.387181
Summertime,2015,"Fisherman's Wharf pier near Chapel (Port Walk #19), San Francisco","Creative Monster Productions, Inc.",01 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,37.80867300000001 -122.409821
Summertime,2015,"Oasis Nightclub (298 11th St), San Francisco","Creative Monster Productions, Inc.",2 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,37.771972 -122.4144509
Summertime,2015,"Broadway and Taylor St Intersection, San Francisco","Creative Monster Productions, Inc.",3 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,37.797071 -122.413562
Summertime,2015,"Buena Vista East & Duboce; Buena Vista East & Haight, San Francisco","Creative Monster Productions, Inc.",5 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,37.7690523 -122.4383774
Summertime,2015,"Love Street Vintage (1506 Haight & adjacent Haight sidewalk_, San Francisco","Creative Monster Productions, Inc.",6 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,37.7700881 -122.4472166
Summertime,2015,"Alamo Square , San Francisco","Creative Monster Productions, Inc.",7 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,37.7774994 -122.433252
Summertime,2015,"Stanyan & Belgrave, San Francisco","Creative Monster Productions, Inc.",8 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,37.7594733 -122.4515737
Summertime,2015,"Montgomery between California and Pine, San Francisco","Creative Monster Productions, Inc.",11 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,37.7921303 -122.4023808
Summertime,2015,"20th St and Church (3885 20th St), San Francisco","Creative Monster Productions, Inc.",12 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,37.758514 -122.4199721
Summertime,2015,"Duboce Park, San Francisco","Creative Monster Productions, Inc.",13 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,37.76955100000001 -122.433214
Summertime,2015,"53 Potomac St, San Francisco","Creative Monster Productions, Inc.",14 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,37.769982 -122.4327866
Superman,1978,"Golden Gate Bridge, San Francisco",Dovemead Films,Warner Bros. Pictures,Richard Donner,Jerry Siegel,Christopher Reeve,Gene Hackman,Marlon Brando,37.8190603 -122.4781232
Swingin' Along,1961,"Powell Street, San Francisco",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Charles Barton,Jameson Brewer,Tommy Noonan,Barbara Eden,Peter Marshall,37.796504 -122.4100932
The Dead Pool,1988,"Hall of Justice (850 Bryant Street), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.775471 -122.4037169
The Birds,1963,"Powell and Geary Streets (Union Square), San Francisco",Universal Pictures,Universal Pictures,Alfred Hitchcock,Evan Hunter,Tippi Hedren,Suzanne Pleshette,Rod Taylor,37.7873778 -122.4082389
The Caine Mutiny,1954,"The Embarcadero, San Francisco",Stanley Kramer Productions,Columbia Pictures,Edward Dmytryk,Stanley Roberts,Humphrey Bogart,Fred MacMurray,Jose Ferrer,37.7992627 -122.3976732
The Caine Mutiny,1954,"Golden Gate Bridge, San Francisco",Stanley Kramer Productions,Columbia Pictures,Edward Dmytryk,Stanley Roberts,Humphrey Bogart,Fred MacMurray,Jose Ferrer,37.8190603 -122.4781232
The Competition,1980,"Pier 39, San Francisco",Columbia Pictures Corporation,American Broadcasting Company (ABC),Joel Oliansky,Joel Oliansky,Richard Dreyfuss,Amy Irving,Lee Remick,37.80867300000001 -122.409821
The Competition,1980,"California Academy of Sciences (Golden Gate Park), San Francisco",Columbia Pictures Corporation,American Broadcasting Company (ABC),Joel Oliansky,Joel Oliansky,Richard Dreyfuss,Amy Irving,Lee Remick,37.7698646 -122.4660947
The Conversation,1974,"American Roofing Co. Building (297 Kansas Street, Potrero Hill), San Francisco",American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.7662435 -122.4031255
The Conversation,1974,"Alta Plaza Park (Steiner Street), San Francisco",American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.7911417 -122.4376241
The Conversation,1974,"Alcoa Building (1 Maritime Plaza), San Francisco",American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.79553569999999 -122.3991597
The Conversation,1974,"Alamo Square (Hayes Valley), San Francisco",American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.7769137 -122.431686
The Conversation,1974,"Westin St. Francis Hotel (335 Powell Street, Union Square), San Francisco",American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.7877881 -122.4088321
The Conversation,1974,"Union Square, San Francisco",American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.7879797 -122.4075169
The Conversation,1974,"Saks Fifth Avenue (384 Post Street, Union Square), San Francisco",American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.7886037 -122.4081067
The Conversation,1974,"One Embarcadero Center (Financial District), San Francisco",American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.7946507 -122.3998262
The Conversation,1974,"Neiman Marcus (150 Stockton Street, Union Square), San Francisco",American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.7873579 -122.4060936
The Conversation,1974,"Financial District, San Francisco",American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.7945742 -122.3999445
The Conversation,1974,"Cathedral Hill Hotel (1101 Van Ness Avenue, Civic Center), San Francisco",American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.786072 -122.421706
The Dead Pool,1988,"San Francisco Drydock (The Dogpatch), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.760628 -122.3866097
The Dead Pool,1988,"Washington Square Park (North Beach), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.8008473 -122.4099791
The Dead Pool,1988,"One Thousand Powell Apartments (1000 Powell Street), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7941048 -122.4093554
The Dead Pool,1988,"The Cannery (281 Leavenworth Street, Fisherman's Wharf), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.8072893 -122.4194343
The Dead Pool,1988,"Portsmouth Square (Chinatown), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7949886 -122.404945
The Dead Pool,1988,"Pierce St. & Golden Gate Avenue (Hayes Valley), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7791548 -122.4352667
The Dead Pool,1988,"Pierce & California Streets (Pacific Heights), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7929391 -122.4380469
The Dead Pool,1988,"Pier 3 (The Embarcadero), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7980305 -122.394973
The Dead Pool,1988,"New Asia Restaurant (772 Pacific Avenue at Grant), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7968511 -122.4079993
The Dead Pool,1988,"Nam Yuen Restaurant (740 Washington Street, Chinatown), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7953019 -122.4058351
The Dead Pool,1988,"McAllister & Scott Streets (Hayes Valley), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.77800939999999 -122.4367039
The Dead Pool,1988,"KGO-TV ABC7 TV Studios (900 Front Street, Waterfront Historic District), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.800593 -122.399557
The Dead Pool,1988,"San Francisco National Military Cemetery (Lincoln Blvd., The Presidio, Golden Gate National Recreation Center), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7998167 -122.4644702
The Dead Pool,1988,"Silver Restaurant (737 Washington Street, Chinatown), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.795097 -122.406202
The Dead Pool,1988,"Fremont Street Exit of Bay Bridge, San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7982799 -122.3778182
The Dead Pool,1988,"Folsom & Essex Streets, San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7863715 -122.3957134
The Dead Pool,1988,"Eber Electronics (2355 Market Street, Castro), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7881185 -122.4033567
The Dead Pool,1988,"Clementina & Sumner Streets, San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7759045 -122.4100241
The Dead Pool,1988,"Carl & Cole Streets (Cole Valley), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7658058 -122.4499855
The Dead Pool,1988,"710 Steiner Street (Hayes Valley), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7760676 -122.4327231
The Dead Pool,1988,"550 El Camino Del Mar (Seacliff), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7875379 -122.4899528
The Dead Pool,1988,"23rd & Iowa Streets (Dogpatch), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7551696 -122.3918784
The Dead Pool,1988,"22nd & Wisconsin Streets (Potrero Hill), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7573061 -122.3989451
The Dead Pool,1988,"20th & De Haro Streets (Potrero Hill), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.759741 -122.4011214
The Dead Pool,1988,"1954 Mason Street (North Beach), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.8017281 -122.4127017
The Dead Pool,1988,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7553614 -122.4051687
The Diary of a Teenage Girl,2015,"Victoria Theatre, San Francisco","Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,37.764853 -122.4188975
The Diary of a Teenage Girl,2015,"SPECS' Twelve Adler Museum Caf�, San Francisco","Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,37.7976253 -122.4059732
The Diary of a Teenage Girl,2015,"Ocean Beach at Point Lobos, San Francisco","Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,37.7784764 -122.513963
The Diary of a Teenage Girl,2015,"700 Kansas St., San Francisco","Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,37.7607559 -122.403488
The Diary of a Teenage Girl,2015,"Presidio Branch Library, San Francisco","Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,37.7888519 -122.444892
The Diary of a Teenage Girl,2015,"The Royal Oak, San Francisco","Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,37.797001 -122.42225
The Diary of a Teenage Girl,2015,"Tonic, San Francisco","Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,37.7986775 -122.4222097
The Diary of a Teenage Girl,2015,"Polk and Northpoint St., San Francisco","Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,37.7914361 -122.4208795
The Diary of a Teenage Girl,2015,"770 Haight St., San Francisco","Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,37.771831 -122.43489
The Diary of a Teenage Girl,2015,"Tank Hill Park, San Francisco","Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,37.759931 -122.4477144
The Diary of a Teenage Girl,2015,"Hamburger Haven, San Francisco","Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,37.7829633 -122.4678211
The Diary of a Teenage Girl,2015,"Higher Grounds Coffee House, San Francisco","Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,37.7344121 -122.4337293
The Diary of a Teenage Girl,2015,"304 Lily St., San Francisco","Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,37.7742084 -122.4261039
The Diary of a Teenage Girl,2015,"The Magazine at 920 Larkin, San Francisco","Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,37.7864628 -122.418059
The Diary of a Teenage Girl,2015,"Geary St. from Polk to Larkin, San Francisco","Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,37.7862197 -122.4185856
The Diary of a Teenage Girl,2015,"Yerba Buena Island, San Francisco","Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,37.8108709 -122.3668348
The Enforcer,1976,"Sutter & Webster Streets, San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,James Fargo,Stirling Silliphant,Clint Eastwood,Tyne Daly,Harry Guardino,37.78629919999999 -122.4316575
The Enforcer,1976,"Hall of Justice, San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,James Fargo,Stirling Silliphant,Clint Eastwood,Tyne Daly,Harry Guardino,37.775471 -122.4037169
The Enforcer,1976,"Coit Tower, San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,James Fargo,Stirling Silliphant,Clint Eastwood,Tyne Daly,Harry Guardino,37.8023949 -122.4058222
The Enforcer,1976,"City Hall, San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,James Fargo,Stirling Silliphant,Clint Eastwood,Tyne Daly,Harry Guardino,37.7792597 -122.4192646
The Enforcer,1976,"Balmy Street (Mission District), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,James Fargo,Stirling Silliphant,Clint Eastwood,Tyne Daly,Harry Guardino,37.7518112 -122.4124134
The Enforcer,1976,"Alcatraz Island, San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,James Fargo,Stirling Silliphant,Clint Eastwood,Tyne Daly,Harry Guardino,37.8269775 -122.4229555
The Enforcer,1976,"24th Street Mini Park (Mission District), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,James Fargo,Stirling Silliphant,Clint Eastwood,Tyne Daly,Harry Guardino,37.7530458 -122.4085877
The Enforcer,1976,"23rd & Capp Streets (Mission District), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,James Fargo,Stirling Silliphant,Clint Eastwood,Tyne Daly,Harry Guardino,37.7539117 -122.4175294
The Game,1997,"Merchant Exchange Building (465 California Street), San Francisco",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,37.7925542 -122.4021254
The Game,1997,"Washington Street & Waverly Place (Chinatown), San Francisco",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,37.7950851 -122.4070174
The Game,1997,"Sheraton Palace Hotel (639 Market Street), San Francisco",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,37.7881439 -122.4017237
