Title,Release_Year,Locations,Production_Company,Distributor,Director,Writer,Actor1,Actor2,Actor3,Coordinates
The Game,1997,"Ritz-Carlton Hotel (600 Stockton Street), San Francisco",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,37.7917856 -122.40716
The Game,1997,"Presidio (Golden Gate National Recreation Area), San Francisco",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,37.7988737 -122.4661937
The Game,1997,"Merchant Exchange Building, San Francisco",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,37.7925542 -122.4021254
The Game,1997,"Mason & California Streets (Nob Hill), San Francisco",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,37.791549 -122.4107938
The Game,1997,"Harrison Street (The Embarcadero), San Francisco",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,37.7838761 -122.3957049
The Game,1997,"City Club (155 Sansome Street), San Francisco",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,37.7916758 -122.4009994
The Game,1997,"Bay Bridge, San Francisco",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,37.7982799 -122.3778182
The Game,1997,"Bank of America Building (555 California Street), San Francisco",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,37.792062 -122.4037148
The Game,1997,"301 Howard Street, San Francisco",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,37.7895408 -122.394228
The Game,1997,"1 Bush Street, San Francisco",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,37.7910468 -122.4000474
The Graduate,1967,"San Francisco Zoo (2701 Sloat Blvd.), San Francisco",Embassy Pictures Corporation,Embassy Pictures Corporation,Mike Nichols,Calder Willingham,Anne Bancroft,Dustin Hoffman,Katharine Ross,37.7331299 -122.5051593
The Graduate,1967,"Bay Bridge, San Francisco",Embassy Pictures Corporation,Embassy Pictures Corporation,Mike Nichols,Calder Willingham,Anne Bancroft,Dustin Hoffman,Katharine Ross,37.7982799 -122.3778182
The House on Telegraph Hill,1951,"Telegraph Hill, San Francisco",Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Robert Wise,Elick Moll,Richard Basehart,Valentina Cortese,William Lundigan,37.8013407 -122.4056674
The House on Telegraph Hill,1951,"Market Street, San Francisco",Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Robert Wise,Elick Moll,Richard Basehart,Valentina Cortese,William Lundigan,37.7734494 -122.4213231
The House on Telegraph Hill,1951,"Coit Tower, San Francisco",Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Robert Wise,Elick Moll,Richard Basehart,Valentina Cortese,William Lundigan,37.8023949 -122.4058222
The House on Telegraph Hill,1951,"1227 Montgomery Street, San Francisco",Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Robert Wise,Elick Moll,Richard Basehart,Valentina Cortese,William Lundigan,37.8004781 -122.404539
The Internship,2013,"Grant Ave from Sacramento to Clay, San Francisco",Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corporation,Shawn Levy,Vince Vaughn,Vince Vaughn,Owen Wilson,Rose Byrne,37.794263 -122.405971
The Internship,2013,"Montgomery and Union St., San Francisco",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Shawn Levy,Vince Vaughn,Vince Vaughn,Owen Wilson,Rose Byrne,37.8010499 -122.4043889
The Internship,2013,"Epic Roasthouse, San Francisco",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Shawn Levy,Vince Vaughn,Vince Vaughn,Owen Wilson,Rose Byrne,37.7908379 -122.3893566
The Internship,2013,"Players Arcade at Pier 39, San Francisco",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Shawn Levy,Vince Vaughn,Vince Vaughn,Owen Wilson,Rose Byrne,37.811104 -122.410476
The Lady from Shanghai,1947,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park), San Francisco",Columbia Pictures Corp.,Columbia Pictures,Orson Welles,Orson Welles,Rita Hayworth,Orson Welles,Everett Sloane,37.7698293 -122.466105
The Lady from Shanghai,1947,"Golden Gate Park, San Francisco",Columbia Pictures Corp.,Columbia Pictures,Orson Welles,Orson Welles,Rita Hayworth,Orson Welles,Everett Sloane,37.7694208 -122.4862138
The Lineup,1958,"War Memorial Opera House (401 Van Ness Avenue), San Francisco",Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach,Robert Keith,Richard Jaeckel,37.7785999 -122.4208
The Lineup,1958,"The Embarcadero, San Francisco",Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach,Robert Keith,Richard Jaeckel,37.7992627 -122.3976732
The Lineup,1958,"Sutro Baths (Point Lobos Avenue), San Francisco",Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach,Robert Keith,Richard Jaeckel,37.7804369 -122.5136935
The Lineup,1958,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park), San Francisco",Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach,Robert Keith,Richard Jaeckel,37.7698293 -122.466105
The Lineup,1958,"Pier 41, San Francisco",Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach,Robert Keith,Richard Jaeckel,37.809167 -122.411389
The Lineup,1958,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill), San Francisco",Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach,Robert Keith,Richard Jaeckel,37.79150509999999 -122.4104582
The Lineup,1958,"2090 Jackson Street, San Francisco",Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach,Robert Keith,Richard Jaeckel,37.79340090000001 -122.4294272
The Love Bug,1968,"Golden Gate Bridge, San Francisco",Walt Disney Productions,Buena Vista Distribution,Robert Stevenson,Bill Walsh,Dean Jones,Michele Lee,David Tomlinson,37.8190603 -122.4781232
The Love Bug,1968,"100 Block of Lombard Street, San Francisco",Walt Disney Productions,Buena Vista Distribution,Robert Stevenson,Bill Walsh,Dean Jones,Michele Lee,David Tomlinson,37.8040525 -122.403384
The Maltese Falcon,1941,"Golden Gate Bridge, San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,John Huston,John Huston,Humphrey Bogart,Mary Astor,Gladys George,37.8190603 -122.4781232
The Maltese Falcon,1941,"Ferry Building, San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,John Huston,John Huston,Humphrey Bogart,Mary Astor,Gladys George,37.7955703 -122.3933208
The Presidio,1988,"Washington Street & Waverly Place (Chinatown), San Francisco",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.7950851 -122.4070174
The Presidio,1988,"Sansome Street (The Embarcadero), San Francisco",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.7979131 -122.4021425
The Presidio,1988,"Presidio (Golden Gate National Recreation Area), San Francisco",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.7988737 -122.4661937
The Presidio,1988,"Montgomery & Vallejo Streets (Telegraph Hill), San Francisco",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.799174 -122.4040675
The Presidio,1988,"Market & 2nd Streets, San Francisco",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.7892687 -122.4014241
The Presidio,1988,"Hayes & Polk Streets (Civic Center), San Francisco",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.7776332 -122.4181602
The Presidio,1988,"Golden Gate Bridge, San Francisco",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.8190603 -122.4781232
The Presidio,1988,"Fort Point (Presidio, Golden Gate National Recreation Area), San Francisco",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.8480388 -122.5294085
The Presidio,1988,"Ferry Building, San Francisco",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.7955703 -122.3933208
The Presidio,1988,"Coit Tower, San Francisco",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.8023949 -122.4058222
The Presidio,1988,"Civic Center Plaza, San Francisco",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.7795107 -122.4176677
The Presidio,1988,"Battery Street (The Embarcadero), San Francisco",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.7974664 -122.4008365
The Presidio,1988,"900 Block of Grant Avenue (Chinatown), San Francisco",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.7952716 -122.4063847
The Presidio,1988,"700 Block of Jackson Street (Chinatown), San Francisco",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.7960356 -122.4066767
The Presidio,1988,"200 Block of Sansome Street (Financial District), San Francisco",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.7922626 -122.4007051
The Towering Inferno,1974,"2898 Vallejo Street, San Francisco",Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,37.7942191 -122.4448439
The Right Stuff,1983,"Cow Palace, San Francisco",The Ladd Company,The Ladd Company,Philip Kaufman,Philip Kaufman,Sam Shepard,Scott Glenn,Ed Harris,37.7067668 -122.4188007
The Right Stuff,1983,"City Hall, San Francisco",The Ladd Company,The Ladd Company,Philip Kaufman,Philip Kaufman,Sam Shepard,Scott Glenn,Ed Harris,37.7792597 -122.4192646
The Right Stuff,1983,"Financial District, San Francisco",The Ladd Company,The Ladd Company,Philip Kaufman,Philip Kaufman,Sam Shepard,Scott Glenn,Ed Harris,37.7945742 -122.3999445
The Ten Commandments,1956,"St. Peter & Paul's Church (666 Filbert Street, Washington Square), San Francisco",Paramount Pictures,Paramount Pictures,Cecil B. DeMille,"Jesse L. Lasky, Jr.",Charlton Heston,Yul Brynner,Anne Baxter,37.80159099999999 -122.4101982
The Times of Harvey Milk,1984,"The Castro, San Francisco",UCLA Film and Television Archive,TC Films International,Rob Epstein,Rob Epstein,Harvey Milk,Harvey Firestein,Anne Kronenberg,37.7609082 -122.4350043
The Towering Inferno,1974,"Bank of America Building (555 California Street, Financial District), San Francisco",Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,37.792062 -122.4037148
The Towering Inferno,1974,"San Francisco Fire Station 38 (2150 California Street, Pacific Heights), San Francisco",Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,37.7896652 -122.4299581
The Towering Inferno,1974,"Hyatt Regency Hotel (5 Embarcadero Center, Financial District), San Francisco",Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,37.794372 -122.395843
The Towering Inferno,1974,"Grace Cathedral Episcopal Church (1100 California Street), San Francisco",Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,37.7918581 -122.4134328
The Towering Inferno,1974,"Firestation #38 (California & Laguna), San Francisco",Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,37.7896652 -122.4299581
The Towering Inferno,1974,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,37.7923723 -122.4105611
Time After Time,1979,"Lombard & Laguna Streets (Marina District), San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.800526 -122.4311473
Time After Time,1979,"Lombard & Fillmore Streets (Marina District), San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.7998947 -122.4360847
Time After Time,1979,"Lombard & Divisadero Streets (Marina District), San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.7989556 -122.4426451
Time After Time,1979,"Lombard & Broderick Streets (Marina District), San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.798857 -122.4443557
Time After Time,1979,"Justin Herman Plaza, San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.7951195 -122.3952007
Time After Time,1979,"Intersection of California & Grant Streets (Richmond District), San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.7924638 -122.405954
Time After Time,1979,"Hyatt Regency Hotel (5 Embarcadero Center), San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.794372 -122.395843
Time After Time,1979,"Huntington Park (California & Taylor Streets, Nob Hill), San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.7921814 -122.4121737
Time After Time,1979,"Golden Gate Park, San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.7694208 -122.4862138
Time After Time,1979,"Golden Gate Bridge, San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.8190603 -122.4781232
Time After Time,1979,"Ghirardelli Square (900 North Point Street, Fisherman's Wharf), San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.8058763 -122.4229502
Time After Time,1979,"Chestnut & Divisadero Streets (Marina District), San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.7999844 -122.44287
Time After Time,1979,"California Academy of Sciences (Golden Gate Park), San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.7698646 -122.4660947
Time After Time,1979,"Broadway at Osgood Street (North Beach), San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.7983316 -122.4030955
Time After Time,1979,"2340 Francisco Street, San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.801067 -122.4438707
Time After Time,1979,"100 Block of Union Street (Cow Hollow), San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.7970944 -122.4355125
Time After Time,1979,"Old St. Mary's Church (660 California Street at Grant), San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.7928445 -122.4058109
Time After Time,1979,"United Nations Plaza (Civic Center), San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.78007780000001 -122.4141004
Time After Time,1979,"SF General Hospital Center (1001 Potrero Avenue, Potrero Hill), San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.7553614 -122.4051687
Time After Time,1979,"Palace of Fine Arts (3301 Lyon Street), San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.8029577 -122.4491929
Time After Time,1979,"One Embarcadero Center (Financial District), San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.7946507 -122.3998262
Time After Time,1979,"Merchant Exchange (465 California Street at Leidesdorff), San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.7925542 -122.4021254
Time After Time,1979,"Marina Green (Marina District), San Francisco",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,37.8069514 -122.4393511
Tucker: The Man and His Dream,1988,"City Hall, San Francisco",Lucasfilm,Paramount Pictures,Francis Ford Coppola,Arnold Schulman,Jeff Bridges,Joan Allen,Marin Landau,37.7792597 -122.4192646
Vegas in Space,1992,"Project Artaud (Florida Street), San Francisco",Troma Entertainment,MCA/Universal Home Video,Phillip R. Ford,Doris Fish,Doris Fish,Miss X,Ginger Quest,37.7631435 -122.4119294
